Sales Value,Sales ID,Location ID,Game ID
0,6942,3,1736
0,6950,3,1738
0,6954,3,1739
0,6962,3,1741
0,6966,3,1742
0,6970,3,1743
0,6986,3,1747
0,6990,3,1748
0,7006,3,1752
0,7010,3,1753
0,7014,3,1754
0,7022,3,1756
0,7026,3,1757
0,7034,3,1759
0,7038,3,1760
0,7046,3,1762
0,7054,3,1764
0,7058,3,1765
0,7078,3,1770
0,7090,3,1773
0,7098,3,1775
0,7102,3,1776
0,7106,3,1777
0,7114,3,1779
0,7134,3,1784
0,7146,3,1787
0,7158,3,1790
0,7170,3,1793
0,7174,3,1794
0,7182,3,1796
0,7194,3,1799
0,7210,3,1803
0,7214,3,1804
0,7222,3,1806
0,7226,3,1807
0,7230,3,1808
0,7234,3,1809
0,7246,3,1812
0,7254,3,1814
0,7262,3,1816
0,7266,3,1817
0,7274,3,1819
0,7278,3,1820
0,7286,3,1822
0,7302,3,1826
0,7314,3,1829
0,7318,3,1830
0,7330,3,1833
0,7338,3,1835
0,7346,3,1837
0,7350,3,1838
0,7354,3,1839
0,7358,3,1840
0,7362,3,1841
0,7366,3,1842
0,7370,3,1843
0,7390,3,1848
0,7398,3,1850
0,7402,3,1851
0,7406,3,1852
0,7414,3,1854
0,7418,3,1855
0,7446,3,1862
0,7454,3,1864
0,7458,3,1865
0,7470,3,1868
0,7486,3,1872
0,7490,3,1873
0,7498,3,1875
0,7502,3,1876
0,7506,3,1877
0,7510,3,1878
0,7526,3,1882
0,7538,3,1885
0,7542,3,1886
0,7554,3,1889
0,7558,3,1890
0,7566,3,1892
0,7570,3,1893
0,7574,3,1894
0,7578,3,1895
0,7582,3,1896
0,7586,3,1897
0,7590,3,1898
0,7602,3,1901
0,7606,3,1902
0,7610,3,1903
0,7618,3,1905
0,7622,3,1906
0,7626,3,1907
0,7630,3,1908
0,7634,3,1909
0,7638,3,1910
0,7646,3,1912
0,7650,3,1913
0,7658,3,1915
0,7662,3,1916
0,7666,3,1917
0,7670,3,1918
0,7678,3,1920
0,7686,3,1922
0,7690,3,1923
0,7702,3,1926
0,7714,3,1929
0,7718,3,1930
0,7726,3,1932
0,7742,3,1936
0,7746,3,1937
0,7750,3,1938
0,7754,3,1939
0,7762,3,1941
0,7766,3,1942
0,7774,3,1944
0,7782,3,1946
0,7786,3,1947
0,7790,3,1948
0,7794,3,1949
0,7798,3,1950
0,7802,3,1951
0,7806,3,1952
0,7810,3,1953
0,7814,3,1954
0,7822,3,1956
0,7826,3,1957
0,7838,3,1960
0,7842,3,1961
0,7850,3,1963
0,7854,3,1964
0,7862,3,1966
0,7870,3,1968
0,7874,3,1969
0,7878,3,1970
0,7898,3,1975
0,7902,3,1976
0,7906,3,1977
0,7910,3,1978
0,7918,3,1980
0,7930,3,1983
0,7934,3,1984
0,7938,3,1985
0,7954,3,1989
0,7966,3,1992
0,7970,3,1993
0,7978,3,1995
0,7986,3,1997
0,7990,3,1998
0,7994,3,1999
0,7998,3,2000
0,8010,3,2003
0,8014,3,2004
0,8022,3,2006
0,8034,3,2009
0,8038,3,2010
0,8042,3,2011
0,8054,3,2014
0,8058,3,2015
0,8066,3,2017
0,8070,3,2018
0,8074,3,2019
0,8082,3,2021
0,8086,3,2022
0,8098,3,2025
0,8114,3,2029
0,8118,3,2030
0,8122,3,2031
0,8126,3,2032
0,8130,3,2033
0,8138,3,2035
0,8142,3,2036
0,8150,3,2038
0,8154,3,2039
0,8162,3,2041
0,8166,3,2042
0,8170,3,2043
0,8182,3,2046
0,8186,3,2047
0,8190,3,2048
0,8202,3,2051
0,8206,3,2052
0,8230,3,2058
0,8238,3,2060
0,8282,3,2071
0,8286,3,2072
0,8290,3,2073
0,8302,3,2076
0,8306,3,2077
0,8310,3,2078
0,8314,3,2079
0,8318,3,2080
0,8322,3,2081
0,8334,3,2084
0,8342,3,2086
0,8346,3,2087
0,8350,3,2088
0,8366,3,2092
0,8370,3,2093
0,8374,3,2094
0,8378,3,2095
0,8386,3,2097
0,8394,3,2099
0,8402,3,2101
0,8418,3,2105
0,8422,3,2106
0,8426,3,2107
0,8430,3,2108
0,8446,3,2112
0,8450,3,2113
0,8454,3,2114
0,8458,3,2115
0,8462,3,2116
0,8466,3,2117
0,8474,3,2119
0,8478,3,2120
0,8486,3,2122
0,8494,3,2124
0,8498,3,2125
0,8502,3,2126
0,8506,3,2127
0,8510,3,2128
0,8514,3,2129
0,8522,3,2131
0,8526,3,2132
0,8530,3,2133
0,8534,3,2134
0,8538,3,2135
0,8546,3,2137
0,8554,3,2139
0,8562,3,2141
0,8570,3,2143
0,8578,3,2145
0,8582,3,2146
0,8586,3,2147
0,8590,3,2148
0,8602,3,2151
0,8606,3,2152
0,8614,3,2154
0,8618,3,2155
0,8630,3,2158
0,8634,3,2159
0,8638,3,2160
0,8642,3,2161
0,8646,3,2162
0,8650,3,2163
0,8654,3,2164
0,8662,3,2166
0,8666,3,2167
0,8698,3,2175
0,8702,3,2176
0,8706,3,2177
0,8710,3,2178
0,8714,3,2179
0,8718,3,2180
0,8722,3,2181
0,8730,3,2183
0,8734,3,2184
0,8738,3,2185
0,8746,3,2187
0,8750,3,2188
0,8758,3,2190
0,8762,3,2191
0,8766,3,2192
0,8774,3,2194
0,8778,3,2195
0,8782,3,2196
0,8798,3,2200
0,8802,3,2201
0,8806,3,2202
0,8810,3,2203
0,8822,3,2206
0,8826,3,2207
0,8830,3,2208
0,8834,3,2209
0,8842,3,2211
0,8846,3,2212
0,8850,3,2213
0,8854,3,2214
0,8858,3,2215
0,8866,3,2217
0,8870,3,2218
0,8874,3,2219
0,8882,3,2221
0,8894,3,2224
0,8898,3,2225
0,8906,3,2227
0,8910,3,2228
0,8914,3,2229
0,8930,3,2233
0,8934,3,2234
0,8938,3,2235
0,8942,3,2236
0,8950,3,2238
0,8954,3,2239
0,8958,3,2240
0,8966,3,2242
0,8970,3,2243
0,8974,3,2244
0,8978,3,2245
0,8982,3,2246
0,8990,3,2248
0,8994,3,2249
0,8998,3,2250
0,9002,3,2251
0,9006,3,2252
0,9014,3,2254
0,9018,3,2255
0,9022,3,2256
0,9034,3,2259
0,9038,3,2260
0,9042,3,2261
0,9054,3,2264
0,9062,3,2266
0,9066,3,2267
0,9074,3,2269
0,9078,3,2270
0,9082,3,2271
0,9086,3,2272
0,9094,3,2274
0,9106,3,2277
0,9110,3,2278
0,9122,3,2281
0,9126,3,2282
0,9138,3,2285
0,9146,3,2287
0,9154,3,2289
0,9166,3,2292
0,9174,3,2294
0,9178,3,2295
0,9182,3,2296
0,9190,3,2298
0,9202,3,2301
0,9210,3,2303
0,9214,3,2304
0,9218,3,2305
0,9226,3,2307
0,9230,3,2308
0,9238,3,2310
0,9246,3,2312
0,9250,3,2313
0,9258,3,2315
0,9262,3,2316
0,9266,3,2317
0,9270,3,2318
0,9274,3,2319
0,9278,3,2320
0,9282,3,2321
0,9286,3,2322
0,9290,3,2323
0,9302,3,2326
0,9306,3,2327
0,9318,3,2330
0,9322,3,2331
0,9330,3,2333
0,9334,3,2334
0,9338,3,2335
0,9342,3,2336
0,9350,3,2338
0,9354,3,2339
0,9366,3,2342
0,9370,3,2343
0,9374,3,2344
0,9378,3,2345
0,9382,3,2346
0,9386,3,2347
0,9390,3,2348
0,9394,3,2349
0,9402,3,2351
0,9406,3,2352
0,9410,3,2353
0,9422,3,2356
0,9426,3,2357
0,9430,3,2358
0,9442,3,2361
0,9450,3,2363
0,9458,3,2365
0,9462,3,2366
0,9470,3,2368
0,9482,3,2371
0,9486,3,2372
0,9490,3,2373
0,9494,3,2374
0,9498,3,2375
0,9506,3,2377
0,9510,3,2378
0,9514,3,2379
0,9518,3,2380
0,9522,3,2381
0,9530,3,2383
0,9554,3,2389
0,9562,3,2391
0,9566,3,2392
0,9570,3,2393
0,9578,3,2395
0,9582,3,2396
0,9590,3,2398
0,9594,3,2399
0,9602,3,2401
0,9606,3,2402
0,9610,3,2403
0,9614,3,2404
0,9622,3,2406
0,9634,3,2409
0,9646,3,2412
0,9650,3,2413
0,9654,3,2414
0,9666,3,2417
0,9678,3,2420
0,9682,3,2421
0,9686,3,2422
0,9690,3,2423
0,9694,3,2424
0,9698,3,2425
0,9706,3,2427
0,9710,3,2428
0,9714,3,2429
0,9722,3,2431
0,9726,3,2432
0,9734,3,2434
0,9742,3,2436
0,9750,3,2438
0,9758,3,2440
0,9770,3,2443
0,9774,3,2444
0,9778,3,2445
0,9794,3,2449
0,9810,3,2453
0,9814,3,2454
0,9822,3,2456
0,9826,3,2457
0,9838,3,2460
0,9842,3,2461
0,9854,3,2464
0,9858,3,2465
0,9870,3,2468
0,9874,3,2469
0,9878,3,2470
0,9886,3,2472
0,9890,3,2473
0,9894,3,2474
0,9898,3,2475
0,9902,3,2476
0,9906,3,2477
0,9918,3,2480
0,9926,3,2482
0,9930,3,2483
0,9938,3,2485
0,9946,3,2487
0,9954,3,2489
0,9958,3,2490
0,9966,3,2492
0,9970,3,2493
0,9974,3,2494
0,9982,3,2496
0,9986,3,2497
0,9990,3,2498
0,10002,3,2501
0,10006,3,2502
0,10010,3,2503
0,10014,3,2504
0,10018,3,2505
0,10022,3,2506
0,10026,3,2507
0,10034,3,2509
0,10038,3,2510
0,10042,3,2511
0,10050,3,2513
0,10054,3,2514
0,10058,3,2515
0,10062,3,2516
0,10066,3,2517
0,10074,3,2519
0,10098,3,2525
0,10102,3,2526
0,10110,3,2528
0,10122,3,2531
0,10126,3,2532
0,10130,3,2533
0,10138,3,2535
0,10146,3,2537
0,10162,3,2541
0,10170,3,2543
0,10174,3,2544
0,10178,3,2545
0,10186,3,2547
0,10190,3,2548
0,10194,3,2549
0,10206,3,2552
0,10214,3,2554
0,10218,3,2555
0,10226,3,2557
0,10230,3,2558
0,10234,3,2559
0,10238,3,2560
0,10246,3,2562
0,10250,3,2563
0,10254,3,2564
0,10258,3,2565
0,10274,3,2569
0,10286,3,2572
0,10294,3,2574
0,10306,3,2577
0,10310,3,2578
0,10314,3,2579
0,10318,3,2580
0,10322,3,2581
0,10326,3,2582
0,10338,3,2585
0,10342,3,2586
0,10354,3,2589
0,10358,3,2590
0,10362,3,2591
0,10370,3,2593
0,10378,3,2595
0,10406,3,2602
0,10410,3,2603
0,10418,3,2605
0,10422,3,2606
0,10426,3,2607
0,10430,3,2608
0,10442,3,2611
0,10446,3,2612
0,10450,3,2613
0,10454,3,2614
0,10462,3,2616
0,10466,3,2617
0,10470,3,2618
0,10474,3,2619
0,10482,3,2621
0,10494,3,2624
0,10498,3,2625
0,10506,3,2627
0,10510,3,2628
0,10514,3,2629
0,10522,3,2631
0,10530,3,2633
0,10538,3,2635
0,10542,3,2636
0,10550,3,2638
0,10554,3,2639
0,10558,3,2640
0,10562,3,2641
0,10566,3,2642
0,10570,3,2643
0,10574,3,2644
0,10578,3,2645
0,10582,3,2646
0,10598,3,2650
0,10602,3,2651
0,10606,3,2652
0,10610,3,2653
0,10614,3,2654
0,10622,3,2656
0,10626,3,2657
0,10630,3,2658
0,10634,3,2659
0,10638,3,2660
0,10646,3,2662
0,10654,3,2664
0,10658,3,2665
0,10666,3,2667
0,10682,3,2671
0,10690,3,2673
0,10694,3,2674
0,10706,3,2677
0,10710,3,2678
0,10714,3,2679
0,10718,3,2680
0,10722,3,2681
0,10730,3,2683
0,10754,3,2689
0,10758,3,2690
0,10762,3,2691
0,10778,3,2695
0,10782,3,2696
0,10786,3,2697
0,10794,3,2699
0,10798,3,2700
0,10802,3,2701
0,10806,3,2702
0,10814,3,2704
0,10818,3,2705
0,10822,3,2706
0,10826,3,2707
0,10850,3,2713
0,10854,3,2714
0,10862,3,2716
0,10886,3,2722
0,10890,3,2723
0,10898,3,2725
0,10902,3,2726
0,10906,3,2727
0,10914,3,2729
0,10918,3,2730
0,10934,3,2734
0,10942,3,2736
0,10946,3,2737
0,10950,3,2738
0,10954,3,2739
0,10962,3,2741
0,10974,3,2744
0,10986,3,2747
0,10990,3,2748
0,10994,3,2749
0,10998,3,2750
0,11002,3,2751
0,11018,3,2755
0,11030,3,2758
0,11034,3,2759
0,11042,3,2761
0,11046,3,2762
0,11054,3,2764
0,11058,3,2765
0,11062,3,2766
0,11074,3,2769
0,11078,3,2770
0,11086,3,2772
0,11090,3,2773
0,11098,3,2775
0,11102,3,2776
0,11110,3,2778
0,11118,3,2780
0,11134,3,2784
0,11138,3,2785
0,11146,3,2787
0,11150,3,2788
0,11158,3,2790
0,11166,3,2792
0,11170,3,2793
0,11190,3,2798
0,11194,3,2799
0,11202,3,2801
0,11214,3,2804
0,11222,3,2806
0,11230,3,2808
0,11234,3,2809
0,11242,3,2811
0,11246,3,2812
0,11254,3,2814
0,11258,3,2815
0,11262,3,2816
0,11270,3,2818
0,11274,3,2819
0,11282,3,2821
0,11286,3,2822
0,11290,3,2823
0,11294,3,2824
0,11306,3,2827
0,11314,3,2829
0,11318,3,2830
0,11330,3,2833
0,11334,3,2834
0,11338,3,2835
0,11342,3,2836
0,11346,3,2837
0,11350,3,2838
0,11362,3,2841
0,11366,3,2842
0,11374,3,2844
0,11378,3,2845
0,11382,3,2846
0,11386,3,2847
0,11394,3,2849
0,11398,3,2850
0,11402,3,2851
0,11406,3,2852
0,11418,3,2855
0,11422,3,2856
0,11430,3,2858
0,11434,3,2859
0,11438,3,2860
0,11446,3,2862
0,11450,3,2863
0,11454,3,2864
0,11458,3,2865
0,11462,3,2866
0,11466,3,2867
0,11470,3,2868
0,11474,3,2869
0,11482,3,2871
0,11486,3,2872
0,11490,3,2873
0,11494,3,2874
0,11498,3,2875
0,11502,3,2876
0,11510,3,2878
0,11514,3,2879
0,11518,3,2880
0,11522,3,2881
0,11530,3,2883
0,11534,3,2884
0,11542,3,2886
0,11550,3,2888
0,11566,3,2892
0,11570,3,2893
0,11574,3,2894
0,11578,3,2895
0,11582,3,2896
0,11590,3,2898
0,11594,3,2899
0,11598,3,2900
0,11606,3,2902
0,11610,3,2903
0,11614,3,2904
0,11618,3,2905
0,11626,3,2907
0,11634,3,2909
0,11638,3,2910
0,11642,3,2911
0,11646,3,2912
0,11650,3,2913
0,11658,3,2915
0,11666,3,2917
0,11674,3,2919
0,11678,3,2920
0,11682,3,2921
0,11686,3,2922
0,11690,3,2923
0,11694,3,2924
0,11698,3,2925
0,11710,3,2928
0,11714,3,2929
0,11718,3,2930
0,11722,3,2931
0,11734,3,2934
0,11742,3,2936
0,11746,3,2937
0,11750,3,2938
0,11758,3,2940
0,11766,3,2942
0,11770,3,2943
0,11774,3,2944
0,11778,3,2945
0,11782,3,2946
0,11790,3,2948
0,11794,3,2949
0,11798,3,2950
0,11810,3,2953
0,11814,3,2954
0,11818,3,2955
0,11822,3,2956
0,11826,3,2957
0,11830,3,2958
0,11834,3,2959
0,11842,3,2961
0,11846,3,2962
0,11850,3,2963
0,11854,3,2964
0,11858,3,2965
0,11862,3,2966
0,11866,3,2967
0,11870,3,2968
0,11874,3,2969
0,11878,3,2970
0,11882,3,2971
0,11886,3,2972
0,11890,3,2973
0,11898,3,2975
0,11906,3,2977
0,11910,3,2978
0,11918,3,2980
0,11922,3,2981
0,11926,3,2982
0,11934,3,2984
0,11946,3,2987
0,11950,3,2988
0,11954,3,2989
0,11966,3,2992
0,11970,3,2993
0,11974,3,2994
0,11978,3,2995
0,11986,3,2997
0,11990,3,2998
0,11998,3,3000
0,12002,3,3001
0,12006,3,3002
0,12010,3,3003
0,12014,3,3004
0,12022,3,3006
0,12026,3,3007
0,12034,3,3009
0,12042,3,3011
0,12058,3,3015
0,12066,3,3017
0,12070,3,3018
0,12074,3,3019
0,12078,3,3020
0,12082,3,3021
0,12086,3,3022
0,12094,3,3024
0,12098,3,3025
0,12102,3,3026
0,12106,3,3027
0,12114,3,3029
0,12118,3,3030
0,12126,3,3032
0,12130,3,3033
0,12134,3,3034
0,12138,3,3035
0,12146,3,3037
0,12150,3,3038
0,12154,3,3039
0,12158,3,3040
0,12166,3,3042
0,12170,3,3043
0,12174,3,3044
0,12178,3,3045
0,12182,3,3046
0,12186,3,3047
